date,account_value,fold,split,seed,variant
2012-08-17,10828.18256639603,fold1,val,1836178384,gating
2012-08-20,10828.944892849946,fold1,val,1836178384,gating
2012-08-21,10796.1962315728,fold1,val,1836178384,gating
2012-08-22,10800.766704047268,fold1,val,1836178384,gating
2012-08-23,10712.422829535675,fold1,val,1836178384,gating
2012-08-24,10777.15666355304,fold1,val,1836178384,gating
2012-08-27,10779.441318748768,fold1,val,1836178384,gating
2012-08-28,10768.779207141024,fold1,val,1836178384,gating
2012-08-29,10777.156663553036,fold1,val,1836178384,gating
2012-08-30,10699.476062732196,fold1,val,1836178384,gating
2012-08-31,10750.50196557518,fold1,val,1836178384,gating
2012-09-04,10740.601018338344,fold1,val,1836178384,gating
2012-09-05,10731.462397555424,fold1,val,1836178384,gating
2012-09-06,10949.275102184758,fold1,val,1836178384,gating
2012-09-07,10991.92354861573,fold1,val,1836178384,gating
2012-09-10,10929.473207711084,fold1,val,1836178384,gating
2012-09-11,10959.9372137925,fold1,val,1836178384,gating
2012-09-12,10996.492859007189,fold1,val,1836178384,gating
2012-09-13,11164.040825164442,fold1,val,1836178384,gating
2012-09-14,11152.876784339278,fold1,val,1836178384,gating
2012-09-17,11103.888660706649,fold1,val,1836178384,gating
2012-09-18,11092.78477204594,fold1,val,1836178384,gating
2012-09-19,11087.738609015065,fold1,val,1836178384,gating
2012-09-20,11076.65087040605,fold1,val,1836178384,gating
2012-09-21,11002.216505385592,fold1,val,1836178384,gating
2012-09-24,10991.214288880206,fold1,val,1836178384,gating
2012-09-25,10863.373006325712,fold1,val,1836178384,gating
2012-09-26,10802.307975080585,fold1,val,1836178384,gating
2012-09-27,10904.08187683026,fold1,val,1836178384,gating
2012-09-28,10853.57223273226,fold1,val,1836178384,gating
2012-10-01,10882.219939958946,fold1,val,1836178384,gating
2012-10-02,10893.52764000867,fold1,val,1836178384,gating
2012-10-03,10938.00612730497,fold1,val,1836178384,gating
2012-10-04,11016.41001540152,fold1,val,1836178384,gating
2012-10-05,11017.163478629658,fold1,val,1836178384,gating
2012-10-08,10979.469611363193,fold1,val,1836178384,gating
2012-10-09,10870.911089583686,fold1,val,1836178384,gating
2012-10-10,10801.554511852451,fold1,val,1836178384,gating
2012-10-11,10807.585668654152,fold1,val,1836178384,gating
2012-10-12,10772.15334139763,fold1,val,1836178384,gating
2012-10-15,10861.864929543905,fold1,val,1836178384,gating
2012-10-16,10971.930377779683,fold1,val,1836178384,gating
2012-10-17,11021.686558649548,fold1,val,1836178384,gating
2012-10-18,10993.0400017484,fold1,val,1836178384,gating
2012-10-19,10809.847208664094,fold1,val,1836178384,gating
2012-10-22,10811.355285445905,fold1,val,1836178384,gating
2012-10-23,10661.333279608176,fold1,val,1836178384,gating
2012-10-24,10631.178645925218,fold1,val,1836178384,gating
2012-10-25,10662.086742836307,fold1,val,1836178384,gating
2012-10-26,10656.05673636015,fold1,val,1836178384,gating
2012-10-31,10656.05673636015,fold1,val,1836178384,gating
2012-11-01,10767.630261377735,fold1,val,1836178384,gating
2012-11-02,10671.887516429762,fold1,val,1836178384,gating
2012-11-05,10693.750603626617,fold1,val,1836178384,gating
2012-11-06,10777.431034971192,fold1,val,1836178384,gating
2012-11-07,10533.174360967298,fold1,val,1836178384,gating
2012-11-08,10406.522368782693,fold1,val,1836178384,gating
2012-11-09,10415.569679148011,fold1,val,1836178384,gating
2012-11-12,10423.862375959656,fold1,val,1836178384,gating
2012-11-13,10387.67543514946,fold1,val,1836178384,gating
2012-11-14,10247.454202905186,fold1,val,1836178384,gating
2012-11-15,10230.115346053764,fold1,val,1836178384,gating
2012-11-16,10280.624990151764,fold1,val,1836178384,gating
2012-11-19,10488.695873671002,fold1,val,1836178384,gating
2012-11-20,10493.218953690892,fold1,val,1836178384,gating
2012-11-21,10512.81935055226,fold1,val,1836178384,gating
2012-11-23,10656.056736360157,fold1,val,1836178384,gating
2012-11-26,10633.44018593517,fold1,val,1836178384,gating
2012-11-27,10579.160925045417,fold1,val,1836178384,gating
2012-11-28,10664.3494331718,fold1,val,1836178384,gating
2012-11-29,10714.104463716129,fold1,val,1836178384,gating
2012-11-30,10716.36600372607,fold1,val,1836178384,gating
2012-12-03,10663.594819618129,fold1,val,1836178384,gating
2012-12-04,10648.517502776647,fold1,val,1836178384,gating
2012-12-05,10667.364436409882,fold1,val,1836178384,gating
2012-12-06,10703.550226894538,fold1,val,1836178384,gating
2012-12-07,10735.96755091298,fold1,val,1836178384,gating
2012-12-10,10740.490630932867,fold1,val,1836178384,gating
2012-12-11,10813.616825455856,fold1,val,1836178384,gating
2012-12-12,10818.893368703884,fold1,val,1836178384,gating
2012-12-13,10752.552944536268,fold1,val,1836178384,gating
2012-12-14,10712.597537259857,fold1,val,1836178384,gating
2012-12-17,10838.494915890788,fold1,val,1836178384,gating
2012-12-18,10959.114600948154,fold1,val,1836178384,gating
2012-12-19,10877.695709613525,fold1,val,1836178384,gating
2012-12-20,10940.26766731492,fold1,val,1836178384,gating
2012-12-21,10764.614107814125,fold1,val,1836178384,gating
2012-12-24,10731.444470893088,fold1,val,1836178384,gating
2012-12-26,10686.211370043113,fold1,val,1836178384,gating
2012-12-27,10671.88751642977,fold1,val,1836178384,gating
2012-12-28,10556.544374620427,fold1,val,1836178384,gating
2012-12-31,10735.96755091298,fold1,val,1836178384,gating
2013-01-30,10000.0,fold1,test,1836178384,gating
2013-01-31,9965.368804720454,fold1,test,1836178384,gating
2013-02-01,10067.885527669176,fold1,test,1836178384,gating
2013-02-04,9954.717531938017,fold1,test,1836178384,gating
2013-02-05,10055.23726821019,fold1,test,1836178384,gating
2013-02-06,10062.559891277955,fold1,test,1836178384,gating
2013-02-07,10049.246308180547,fold1,test,1836178384,gating
2013-02-08,10105.163966646423,fold1,test,1836178384,gating
2013-02-11,10103.166979969878,fold1,test,1836178384,gating
2013-02-12,10119.809212781956,fold1,test,1836178384,gating
2013-02-13,10128.462483126566,fold1,test,1836178384,gating
2013-02-14,10137.78209287088,fold1,test,1836178384,gating
2013-02-15,10125.800172811598,fold1,test,1836178384,gating
2013-02-19,10201.688713804226,fold1,test,1836178384,gating
2013-02-20,10191.487025090422,fold1,test,1836178384,gating
2013-02-21,10119.403285659044,fold1,test,1836178384,gating
2013-02-22,10218.29662008123,fold1,test,1836178384,gating
2013-02-25,10023.873872606428,fold1,test,1836178384,gating
2013-02-26,10013.849998733822,fold1,test,1836178384,gating
2013-02-27,9877.804661754768,fold1,test,1836178384,gating
2013-02-28,9897.312077143852,fold1,test,1836178384,gating
2013-03-01,9864.671380496866,fold1,test,1836178384,gating
2013-03-04,9812.141239792963,fold1,test,1836178384,gating
2013-03-05,9724.235238297862,fold1,test,1836178384,gating
2013-03-06,9710.999417595744,fold1,test,1836178384,gating
2013-03-07,9693.400272076784,fold1,test,1836178384,gating
2013-03-08,9683.706871804708,fold1,test,1836178384,gating
2013-03-11,9710.742401618008,fold1,test,1836178384,gating
2013-03-12,9701.03165921639,fold1,test,1836178384,gating
2013-03-13,9705.026058367866,fold1,test,1836178384,gating
2013-03-14,9695.3210323095,fold1,test,1836178384,gating
2013-03-15,9741.243680149815,fold1,test,1836178384,gating
2013-03-18,9795.004030609123,fold1,test,1836178384,gating
2013-03-19,9817.758159805995,fold1,test,1836178384,gating
2013-03-20,9807.94040164619,fold1,test,1836178384,gating
2013-03-21,9714.430656953828,fold1,test,1836178384,gating
2013-03-22,9704.716226296874,fold1,test,1836178384,gating
2013-03-25,9654.511214473963,fold1,test,1836178384,gating
2013-03-26,9731.77257088277,fold1,test,1836178384,gating
2013-03-27,9731.77257088277,fold1,test,1836178384,gating
2013-03-28,9761.67979402375,fold1,test,1836178384,gating
2013-04-01,9723.049591186087,fold1,test,1836178384,gating
2013-04-02,9771.026454884575,fold1,test,1836178384,gating
2013-04-03,9761.255428429691,fold1,test,1836178384,gating
2013-04-04,9791.070859935478,fold1,test,1836178384,gating
2013-04-05,9747.097295870686,fold1,test,1836178384,gating
2013-04-08,9813.058121243776,fold1,test,1836178384,gating
2013-04-09,9846.980311078958,fold1,test,1836178384,gating
2013-04-10,9837.13333076788,fold1,test,1836178384,gating
2013-04-11,9859.50289100476,fold1,test,1836178384,gating
2013-04-12,9849.643388113756,fold1,test,1836178384,gating
2013-04-15,9849.643388113756,fold1,test,1836178384,gating
2013-04-16,9694.530642192229,fold1,test,1836178384,gating
2013-04-17,9836.182694435773,fold1,test,1836178384,gating
2013-04-18,9897.69458395365,fold1,test,1836178384,gating
2013-04-19,9811.650244077076,fold1,test,1836178384,gating
2013-04-22,9768.107262287307,fold1,test,1836178384,gating
2013-04-23,9667.405086205772,fold1,test,1836178384,gating
2013-04-24,9661.277569909293,fold1,test,1836178384,gating
2013-04-25,9622.113574743753,fold1,test,1836178384,gating
2013-04-26,9639.109411121306,fold1,test,1836178384,gating
2013-04-29,9574.540199239877,fold1,test,1836178384,gating
2013-04-30,9551.701367721937,fold1,test,1836178384,gating
2013-05-01,9635.44588318546,fold1,test,1836178384,gating
2013-05-02,9545.95815688056,fold1,test,1836178384,gating
2013-05-03,9449.15436593832,fold1,test,1836178384,gating
2013-05-06,9425.146260273708,fold1,test,1836178384,gating
2013-05-07,9377.37342665043,fold1,test,1836178384,gating
2013-05-08,9334.697138216645,fold1,test,1836178384,gating
2013-05-09,9360.985132679676,fold1,test,1836178384,gating
2013-05-10,9330.52522020051,fold1,test,1836178384,gating
2013-05-13,9323.102960619492,fold1,test,1836178384,gating
2013-05-14,9226.759146190188,fold1,test,1836178384,gating
2013-05-15,9177.059877165915,fold1,test,1836178384,gating
2013-05-16,9167.88281728875,fold1,test,1836178384,gating
2013-05-17,9247.344425944091,fold1,test,1836178384,gating
2013-05-20,9238.097081518148,fold1,test,1836178384,gating
2013-05-21,9242.12788127414,fold1,test,1836178384,gating
2013-05-22,9232.885753392866,fold1,test,1836178384,gating
2013-05-23,9196.971049015994,fold1,test,1836178384,gating
2013-05-24,9189.188816575825,fold1,test,1836178384,gating
2013-05-28,9244.220862673988,fold1,test,1836178384,gating
2013-05-29,9184.18613462137,fold1,test,1836178384,gating
2013-05-30,9218.094614867765,fold1,test,1836178384,gating
2013-05-31,9085.795815185158,fold1,test,1836178384,gating
2013-06-03,9135.825179328867,fold1,test,1836178384,gating
2013-06-04,9091.910486973844,fold1,test,1836178384,gating
2013-06-05,8964.615217445413,fold1,test,1836178384,gating
2013-06-06,9045.77266315008,fold1,test,1836178384,gating
2013-06-07,9160.83943730086,fold1,test,1836178384,gating
2013-06-10,9151.67859786356,fold1,test,1836178384,gating
2013-06-11,9236.83679532251,fold1,test,1836178384,gating
2013-06-12,9313.29164255868,fold1,test,1836178384,gating
2013-06-13,9171.648613384665,fold1,test,1836178384,gating
2013-06-14,9229.178157492404,fold1,test,1836178384,gating
2013-06-17,9157.914184400808,fold1,test,1836178384,gating
2013-06-18,9085.515034493845,fold1,test,1836178384,gating
2013-06-19,9211.04843846652,fold1,test,1836178384,gating
2013-06-20,9439.281996020462,fold1,test,1836178384,gating
2013-06-21,9458.82300248084,fold1,test,1836178384,gating
2013-06-24,9578.34475850587,fold1,test,1836178384,gating
2013-06-25,9486.256420617852,fold1,test,1836178384,gating
2013-06-26,9392.333568734835,fold1,test,1836178384,gating
2013-06-27,9337.201705872574,fold1,test,1836178384,gating
2013-06-28,9375.459635160363,fold1,test,1836178384,gating
2013-07-01,9320.522875112065,fold1,test,1836178384,gating
2013-07-02,9329.186865803818,fold1,test,1836178384,gating
2013-07-03,9325.136440704116,fold1,test,1836178384,gating
2013-07-05,9224.530111623388,fold1,test,1836178384,gating
2013-07-08,9171.90622978987,fold1,test,1836178384,gating
2013-07-09,9105.892674878349,fold1,test,1836178384,gating
2013-07-10,9102.584182701548,fold1,test,1836178384,gating
2013-07-11,8978.60080532771,fold1,test,1836178384,gating
2013-07-12,8974.84763520187,fold1,test,1836178384,gating
2013-07-15,8940.557758794033,fold1,test,1836178384,gating
2013-07-16,8974.054391713866,fold1,test,1836178384,gating
2013-07-17,8951.019664146503,fold1,test,1836178384,gating
2013-07-18,8901.987679324578,fold1,test,1836178384,gating
2013-07-19,8886.173007993211,fold1,test,1836178384,gating
2013-07-22,8868.83864968236,fold1,test,1836178384,gating
2013-07-23,8859.969811032679,fold1,test,1836178384,gating
2013-07-24,8818.665446619247,fold1,test,1836178384,gating
2013-07-25,8840.12017290818,fold1,test,1836178384,gating
2013-07-26,8849.540002675962,fold1,test,1836178384,gating
2013-07-29,8822.328137061293,fold1,test,1836178384,gating
2013-07-30,8822.328137061293,fold1,test,1836178384,gating
2013-07-31,8828.608289737704,fold1,test,1836178384,gating
2013-08-01,8930.65178767563,fold1,test,1836178384,gating
2013-08-02,8945.827159781817,fold1,test,1836178384,gating
2013-08-05,8932.744639571989,fold1,test,1836178384,gating
2013-08-06,8881.984397278362,fold1,test,1836178384,gating
2013-08-07,8853.202693118006,fold1,test,1836178384,gating
2013-08-08,8885.647886214072,fold1,test,1836178384,gating
2013-08-09,8860.005859145089,fold1,test,1836178384,gating
2013-08-12,8849.54000267596,fold1,test,1836178384,gating
2013-08-13,8875.705043095615,fold1,test,1836178384,gating
2013-08-14,8830.178128283385,fold1,test,1836178384,gating
2013-08-15,8706.67910556286,fold1,test,1836178384,gating
2013-08-16,8677.897401402506,fold1,test,1836178384,gating
2013-08-19,8622.427643471821,fold1,test,1836178384,gating
2013-08-20,8664.814881192679,fold1,test,1836178384,gating
2013-08-21,8611.437975158353,fold1,test,1836178384,gating
2013-08-22,8689.933096417322,fold1,test,1836178384,gating
2013-08-23,8719.237813928352,fold1,test,1836178384,gating
2013-08-26,8686.793419325952,fold1,test,1836178384,gating
2013-08-27,8547.072199304226,fold1,test,1836178384,gating
2013-08-28,8577.423742010269,fold1,test,1836178384,gating
2013-08-29,8591.02927557077,fold1,test,1836178384,gating
2013-08-30,8563.817409956102,fold1,test,1836178384,gating
2013-09-03,8602.541957234913,fold1,test,1836178384,gating
2013-09-04,8673.710899116124,fold1,test,1836178384,gating
2013-09-05,8684.700567429592,fold1,test,1836178384,gating
2013-09-06,8688.886271222313,fold1,test,1836178384,gating
2013-09-09,8772.091706612006,fold1,test,1836178384,gating
2013-09-10,8836.980495816808,fold1,test,1836178384,gating
2013-09-11,8864.71537478215,fold1,test,1836178384,gating
2013-09-12,8855.850659407368,fold1,test,1836178384,gating
2013-09-13,8866.893602984524,fold1,test,1836178384,gating
2013-09-16,8918.210662888285,fold1,test,1836178384,gating
2013-09-17,8909.292452225396,fold1,test,1836178384,gating
2013-09-18,8797.368488145712,fold1,test,1836178384,gating
2013-09-19,8788.571119657567,fold1,test,1836178384,gating
2013-09-20,8883.456419933029,fold1,test,1836178384,gating
2013-09-23,8874.572963513096,fold1,test,1836178384,gating
2013-09-24,8886.567132956092,fold1,test,1836178384,gating
2013-09-25,8877.680565823135,fold1,test,1836178384,gating
2013-09-26,8902.906075630579,fold1,test,1836178384,gating
2013-09-27,8894.003169554948,fold1,test,1836178384,gating
2013-09-30,8837.766324505243,fold1,test,1836178384,gating
2013-10-01,8907.727908805797,fold1,test,1836178384,gating
2013-10-02,8899.31129656235,fold1,test,1836178384,gating
2013-10-03,8817.251333819542,fold1,test,1836178384,gating
2013-10-04,8884.056889191883,fold1,test,1836178384,gating
2013-10-07,8807.256707111988,fold1,test,1836178384,gating
2013-10-08,8704.681753683479,fold1,test,1836178384,gating
2013-10-09,8710.994614192225,fold1,test,1836178384,gating
2013-10-10,8898.785559291753,fold1,test,1836178384,gating
2013-10-11,8889.886773732462,fold1,test,1836178384,gating
2013-10-14,8845.52673222556,fold1,test,1836178384,gating
2013-10-15,8909.69253064158,fold1,test,1836178384,gating
2013-10-16,8785.260803333878,fold1,test,1836178384,gating
2013-10-17,8726.546350652878,fold1,test,1836178384,gating
2013-10-18,8667.603715971381,fold1,test,1836178384,gating
2013-10-21,8667.106964868144,fold1,test,1836178384,gating
2013-10-22,8616.912796401433,fold1,test,1836178384,gating
2013-10-23,8658.177120224394,fold1,test,1836178384,gating
2013-10-24,8629.411431621878,fold1,test,1836178384,gating
2013-10-25,8589.996326165174,fold1,test,1836178384,gating
2013-10-28,8576.326598815316,fold1,test,1836178384,gating
2013-10-29,8530.580879376908,fold1,test,1836178384,gating
2013-10-30,8572.952346920303,fold1,test,1836178384,gating
2013-10-31,8597.267261757828,fold1,test,1836178384,gating
2013-11-01,8576.725889497338,fold1,test,1836178384,gating
2013-11-04,8546.548669303604,fold1,test,1836178384,gating
2013-11-05,8538.0021206343,fold1,test,1836178384,gating
2013-11-06,8573.013590692035,fold1,test,1836178384,gating
2013-11-07,8464.622792393284,fold1,test,1836178384,gating
2013-11-08,8578.819990088643,fold1,test,1836178384,gating
2013-11-11,8580.272328289702,fold1,test,1836178384,gating
2013-11-12,8562.852391747972,fold1,test,1836178384,gating
2013-11-13,8631.56415856482,fold1,test,1836178384,gating
2013-11-14,8674.63001024411,fold1,test,1836178384,gating
2013-11-15,8712.373083025872,fold1,test,1836178384,gating
2013-11-18,8681.888009489869,fold1,test,1836178384,gating
2013-11-19,8663.016473098987,fold1,test,1836178384,gating
2013-11-20,8635.918958112276,fold1,test,1836178384,gating
2013-11-21,8705.598704279193,fold1,test,1836178384,gating
2013-11-22,8696.893105574914,fold1,test,1836178384,gating
2013-11-25,8679.547289815117,fold1,test,1836178384,gating
2013-11-26,8670.8677425253,fold1,test,1836178384,gating
2013-11-27,8683.29156111966,fold1,test,1836178384,gating
2013-11-29,8674.608269558541,fold1,test,1836178384,gating
2013-12-02,8674.608269558541,fold1,test,1836178384,gating
2013-12-03,8628.491586714237,fold1,test,1836178384,gating
2013-12-04,8619.863095127523,fold1,test,1836178384,gating
2013-12-05,8573.392987219198,fold1,test,1836178384,gating
2013-12-06,8669.217206178024,fold1,test,1836178384,gating
2013-12-09,8691.256367133323,fold1,test,1836178384,gating
2013-12-10,8660.11378840401,fold1,test,1836178384,gating
2013-12-11,8562.852264647263,fold1,test,1836178384,gating
2013-12-12,8534.584295513794,fold1,test,1836178384,gating
2013-12-13,8533.62584862159,fold1,test,1836178384,gating
2013-12-16,8586.808319386972,fold1,test,1836178384,gating
2013-12-17,8559.498066064934,fold1,test,1836178384,gating
2013-12-18,8705.6301461933,fold1,test,1836178384,gating
2013-12-19,8695.569012607857,fold1,test,1836178384,gating
2013-12-20,8698.922480109413,fold1,test,1836178384,gating
2013-12-23,8690.223557629304,fold1,test,1836178384,gating
2013-12-24,8700.557934789244,fold1,test,1836178384,gating
2013-12-26,8691.857376854454,fold1,test,1836178384,gating
2013-12-27,8683.63753055589,fold1,test,1836178384,gating
2013-12-30,8674.953893025335,fold1,test,1836178384,gating
2013-12-31,8674.953893025335,fold1,test,1836178384,gating
2013-01-30,10000.0,fold2,val,1836178384,gating
2013-01-31,10014.631195279546,fold2,val,1836178384,gating
2013-02-01,9911.607695417324,fold2,val,1836178384,gating
2013-02-04,10023.01905128557,fold2,val,1836178384,gating
2013-02-05,9921.809626864057,fold2,val,1836178384,gating
2013-02-06,9914.58417110307,fold2,val,1836178384,gating
2013-02-07,9927.701970317625,fold2,val,1836178384,gating
2013-02-08,9872.460628718172,fold2,val,1836178384,gating
2013-02-11,9874.41162846497,fold2,val,1836178384,gating
2013-02-12,9858.14620817359,fold2,val,1836178384,gating
2013-02-13,9849.71668124849,fold2,val,1836178384,gating
2013-02-14,9840.653556839014,fold2,val,1836178384,gating
2013-02-15,9852.28429847155,fold2,val,1836178384,gating
2013-02-19,9778.445641960914,fold2,val,1836178384,gating
2013-02-20,9900.317530938944,fold2,val,1836178384,gating
2013-02-21,9960.501713711785,fold2,val,1836178384,gating
2013-02-22,9863.161267918622,fold2,val,1836178384,gating
